date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:42	885746/885746	---M--	200	added ('OK')	image/png	etag:%225873d8ec-d83f2%22	https://3dr.com/assets/faa/practice_test/figure_22/main-59e73d0ce68fcab9527e721d776f74bd35c9783517ac70e9fbc530d2f7b584a7.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_22/main-59e73d0ce68fcab9527e721d776f74bd35c9783517ac70e9fbc530d2f7b584a7.png	(from https://3dr.com/faa/drone-practice-tests/4/)
23:14:42	936417/936417	---M--	200	added ('OK')	image/png	etag:%22589c02d9-e49e1%22	https://3dr.com/assets/faa/practice_test/figure_25/area2-075d3f95fa650447df66f4db7be9a4f3ff0cb980b777463f18740610123dd856.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_25/area2-075d3f95fa650447df66f4db7be9a4f3ff0cb980b777463f18740610123dd856.png	(from https://3dr.com/faa/drone-practice-tests/7/)
23:14:43	210253/210253	---M--	200	added ('OK')	image/png	etag:%225873d8ec-3354d%22	https://3dr.com/assets/faa/practice_test/figure_26/area_2-48e97a9dcef1f00fe6791c0cbf6a9cf0aedae4c025f8b8ad696b852cac38eb37.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_26/area_2-48e97a9dcef1f00fe6791c0cbf6a9cf0aedae4c025f8b8ad696b852cac38eb37.png	(from https://3dr.com/faa/drone-practice-tests/9/)
23:14:44	74790/74790	---M--	200	added ('OK')	image/png	etag:%225873d8ec-12426%22	https://3dr.com/assets/faa/practice_test/figure_22/area_2-e763a0c6d57e61f8766e0f5059568618a209db497ca1629e5f97f96336d77bee.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_22/area_2-e763a0c6d57e61f8766e0f5059568618a209db497ca1629e5f97f96336d77bee.png	(from https://3dr.com/faa/drone-practice-tests/14/)
23:14:49	494640/494640	---M--	200	added ('OK')	image/png	etag:%225873d8ec-78c30%22	https://3dr.com/assets/faa/practice_test/figure_21/area_2-f6dcdf188614931df67f59b71f4ad4a05b0839255d29c45f3c25813450e308ed.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_21/area_2-f6dcdf188614931df67f59b71f4ad4a05b0839255d29c45f3c25813450e308ed.png	(from https://3dr.com/faa/drone-practice-tests/17/)
23:14:57	876379/876379	---M--	200	added ('OK')	image/png	etag:%225873d8ec-d5f5b%22	https://3dr.com/assets/faa/practice_test/figure_26/main-23f81c5aa1fa0a31c0bc01f38eda96971578c77425a661434cb9515d4782e96a.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_26/main-23f81c5aa1fa0a31c0bc01f38eda96971578c77425a661434cb9515d4782e96a.png	(from https://3dr.com/faa/drone-practice-tests/9/)
23:15:05	27930/27930	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2257606f12-6d1a%22	https://3dr.com/assets/merriweather-regular-webfont-7addb54ba74fb2155237810b9fb8901a97e564d311709266f85e5a583b372919.eot	C:/My%20Web%20Sites/redcat/3dr.com/assets/merriweather-regular-webfont-7addb54ba74fb2155237810b9fb8901a97e564d311709266f85e5a583b372919.eot	(from https://3dr.com/assets/application-00797c48a5972127fe0a398a4e88c660fcc4bcd21234975431c55caa36b9fbc8.css)
23:15:08	59764/59764	---M--	200	added ('OK')	application/octet-stream	etag:%2257606f12-e974%22	https://3dr.com/assets/merriweather-regular-webfont-32d5b6def7ee2a00514e6de8cef74604f650d32917ccab9289f510e5066605be.ttf	C:/My%20Web%20Sites/redcat/3dr.com/assets/merriweather-regular-webfont-32d5b6def7ee2a00514e6de8cef74604f650d32917ccab9289f510e5066605be.ttf	(from https://3dr.com/assets/application-00797c48a5972127fe0a398a4e88c660fcc4bcd21234975431c55caa36b9fbc8.css)
23:15:09	90698/90698	---MCZ	200	added ('OK')	image/svg+xml	etag:%2257606f12-1624a%22	https://3dr.com/assets/merriweather-regular-webfont-e2760f09c5816b79ad0f183545626a62806168e2ca0e6d18f4ebf37bd9102c8b.svg	C:/My%20Web%20Sites/redcat/3dr.com/assets/merriweather-regular-webfont-e2760f09c5816b79ad0f183545626a62806168e2ca0e6d18f4ebf37bd9102c8b.svg	(from https://3dr.com/assets/application-00797c48a5972127fe0a398a4e88c660fcc4bcd21234975431c55caa36b9fbc8.css)
23:15:10	1477/1477	---MCZ	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2026%20Feb%202017%2003:17:56%20GMT	https://3dr.com/faa/drone-practice-tests/16/	C:/My%20Web%20Sites/redcat/3dr.com/faa/drone-practice-tests/16/index.html	(from https://3dr.com/faa/drone-practice-tests/)
23:15:10	25809/25809	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2003:17:54%20GMT	https://3dr.com/faa/drone-practice-tests/10/	C:/My%20Web%20Sites/redcat/3dr.com/faa/drone-practice-tests/10/index.html	(from https://3dr.com/faa/drone-practice-tests/)
23:15:12	1477/1477	---MCZ	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2026%20Feb%202017%2003:18:23%20GMT	https://3dr.com/faa/drone-practice-tests/16/	C:/My%20Web%20Sites/redcat/3dr.com/faa/drone-practice-tests/16/index.html	(from https://3dr.com/faa/drone-practice-tests/)
23:15:13	26166/26166	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2003:18:24%20GMT	https://3dr.com/faa/drone-practice-tests/20/	C:/My%20Web%20Sites/redcat/3dr.com/faa/drone-practice-tests/20/index.html	(from https://3dr.com/faa/drone-practice-tests/)
23:15:14	25884/25884	---M-Z	200	added ('OK')	text/html	date:Sun,%2026%20Feb%202017%2003:18:24%20GMT	https://3dr.com/faa/drone-practice-tests/21/	C:/My%20Web%20Sites/redcat/3dr.com/faa/drone-practice-tests/21/index.html	(from https://3dr.com/faa/drone-practice-tests/)
23:15:14	171998/171998	---M--	200	added ('OK')	image/png	etag:%225873d8ec-29fde%22	https://3dr.com/assets/faa/practice_test/figure_20/area_3-aa15ef8c2343ca13744a76f57b91e9d19bcd9fc43674945df6d6139415ded1da.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_20/area_3-aa15ef8c2343ca13744a76f57b91e9d19bcd9fc43674945df6d6139415ded1da.png	(from https://3dr.com/faa/drone-practice-tests/10/)
23:15:15	851946/851946	UR-M--	200	updated ('Partial%20Content')	image/png	etag:%225873d8ec-cffea%22	https://3dr.com/assets/faa/practice_test/figure_20/main-7bb39947fef2e22d315ec0cc555cad991fa39b6782cfd7875796894340f3ae68.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_20/main-7bb39947fef2e22d315ec0cc555cad991fa39b6782cfd7875796894340f3ae68.png	(from https://3dr.com/faa/drone-practice-tests/)
23:15:16	231019/231019	---M--	200	added ('OK')	image/png	etag:%225873d8ec-3866b%22	https://3dr.com/assets/faa/practice_test/figure_26/area_4-9f8fa2da8df9c5610fe6a840208c31e4997f61eda53f29bff65785bf8d59bc30.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_26/area_4-9f8fa2da8df9c5610fe6a840208c31e4997f61eda53f29bff65785bf8d59bc30.png	(from https://3dr.com/faa/drone-practice-tests/21/)
23:15:16	1766833/1766833	UR-M--	200	updated ('Partial%20Content')	image/png	etag:%225873d8ec-1af5b1%22	https://3dr.com/assets/faa/practice_test/figure_25/main-57bc6a20997504c7dfe6d1e894e7811561453c502faadd4248a5f29a8ea0c65e.png	C:/My%20Web%20Sites/redcat/3dr.com/assets/faa/practice_test/figure_25/main-57bc6a20997504c7dfe6d1e894e7811561453c502faadd4248a5f29a8ea0c65e.png	(from https://3dr.com/faa/drone-practice-tests/)
